id,empleado,sexo,edad,años_edc,pareja,estudiante_act,estrato,pc,internet,reside_padre,reside_madre,afro,gitano,indigena,palenquero,sin_rec_etnico
17642,0,1,46,11,1,0,3,1,1,0,0,0,0,0,0,1
9437,0,0,22,11,1,1,2,1,1,0,0,0,0,0,0,1
14187,1,1,33,10,0,0,2,0,1,0,0,0,0,0,0,1
15368,1,1,35,8,1,0,2,0,0,0,0,0,0,0,0,1
17318,1,0,48,14,1,0,2,1,1,0,0,0,0,0,0,1
9313,1,1,51,5,1,0,1,0,0,0,0,0,0,0,0,1
15728,1,0,23,13,1,0,3,1,1,0,0,0,0,0,0,1
1217,1,0,34,11,1,0,2,1,1,0,0,0,0,0,0,1
10372,1,0,67,2,1,0,2,1,1,0,0,0,0,0,0,1
3391,1,1,57,10,1,0,3,0,1,0,0,0,0,0,0,1
11892,1,1,18,12,0,1,2,1,0,0,1,0,0,0,0,1
2662,1,0,23,11,0,0,2,0,1,0,0,0,0,0,0,1
20551,1,0,38,11,1,0,3,0,0,0,0,0,0,0,0,1
15861,1,0,59,13,1,0,1,0,1,0,0,0,0,0,0,1
5481,1,0,52,5,0,0,2,0,0,0,0,0,0,0,0,1
19258,1,0,30,17,0,1,4,1,1,1,1,0,0,0,0,1
19816,1,1,36,16,1,0,4,1,1,0,0,0,0,0,0,1
1673,1,1,20,11,0,0,3,0,1,0,0,0,0,0,0,1
13928,1,1,38,16,0,0,3,0,1,0,1,0,0,0,0,1
7266,1,0,23,13,1,0,3,1,1,0,0,0,0,0,0,1
20020,1,1,20,11,0,0,3,0,0,0,1,0,0,0,0,1
2580,1,1,22,15,0,0,2,1,1,0,1,0,0,0,0,1
9493,1,0,39,11,1,0,2,1,1,0,0,0,0,0,0,1
460,1,0,54,16,0,0,3,1,1,0,0,0,0,0,0,1
6283,1,0,44,8,1,0,3,0,0,0,0,0,0,0,0,1
3278,1,0,24,6,0,0,2,0,1,0,1,0,0,0,0,1
17220,0,0,48,17,1,0,4,1,1,0,0,0,0,0,0,1
7125,1,0,38,5,1,0,1,1,0,0,0,0,0,0,0,1
11580,1,0,33,11,0,0,2,0,0,1,1,0,0,0,0,1
4415,1,0,25,13,1,1,2,1,1,0,0,0,0,0,0,1
20451,1,1,64,5,1,0,3,0,0,0,0,0,0,0,0,1
20097,1,1,44,20,1,0,2,1,1,0,0,0,0,0,0,1
4677,1,1,23,13,0,0,2,1,1,0,0,0,0,0,0,1
2098,1,0,30,11,0,0,1,1,1,0,0,0,0,0,0,1
7031,1,1,40,14,0,0,2,0,1,1,1,0,0,0,0,1
21504,1,0,45,16,1,0,3,0,0,0,0,0,0,0,0,1
21296,0,1,38,11,0,0,3,0,0,0,1,0,0,0,0,1
19501,1,1,37,11,1,0,2,0,1,0,0,0,0,0,0,1
5293,1,0,38,11,0,0,2,1,1,0,0,0,0,0,0,1
17173,0,0,38,11,0,0,2,0,0,1,1,0,0,0,0,1
2273,1,0,24,14,0,1,2,0,0,0,1,0,0,0,0,1
16507,1,1,23,6,1,0,2,0,0,0,0,0,0,0,0,1
2451,1,0,32,16,0,0,2,0,1,0,1,0,0,0,0,1
4585,1,1,24,15,0,0,3,1,1,1,1,0,0,0,0,1
3798,1,0,24,13,0,0,1,0,0,0,0,0,0,0,0,1
20106,1,0,28,16,0,0,2,1,1,0,1,0,0,0,0,1
12591,0,0,26,11,1,0,2,0,0,0,0,0,0,0,0,1
19441,1,1,36,16,1,0,3,1,1,0,0,0,0,0,0,1
2703,1,0,30,14,0,1,3,1,1,1,1,0,0,0,0,1
5806,1,0,18,12,0,1,2,1,1,1,1,0,0,0,0,1
3880,0,0,45,11,1,0,2,1,1,0,0,0,0,0,0,1
12401,1,1,24,11,0,0,2,0,0,0,1,0,0,0,0,1
21844,0,0,20,11,1,0,1,0,0,0,0,0,0,0,0,1
18503,1,1,47,11,1,0,2,0,1,0,1,0,0,0,0,1
13506,0,1,22,11,0,1,2,1,1,1,1,0,0,0,0,1
12153,1,0,33,19,1,0,6,1,1,0,0,0,0,0,0,1
3531,1,0,54,5,1,0,2,1,1,0,0,0,0,0,0,1
3128,1,0,51,11,0,0,6,1,1,0,0,0,0,0,0,1
4099,1,1,19,11,0,0,2,1,1,0,1,0,0,0,0,1
10512,1,1,23,11,1,0,3,0,1,0,0,0,0,0,0,1
2646,1,0,21,11,1,0,3,0,1,0,0,0,0,0,0,1
2838,1,1,24,15,1,1,2,1,1,0,0,0,0,0,0,1
6136,1,0,23,11,1,0,2,0,0,0,0,0,0,0,0,1
6482,1,1,57,11,1,0,3,1,1,0,0,0,0,0,0,1
4553,1,0,24,11,0,0,1,0,1,0,0,0,0,0,0,1
432,1,1,40,20,0,0,5,1,1,1,1,0,0,0,0,1
20423,1,0,30,16,0,0,3,1,1,1,1,0,0,0,0,1
18784,0,0,23,16,0,0,3,1,1,1,1,0,0,0,0,1
16117,1,1,20,11,0,0,1,1,1,0,0,0,0,0,0,1
13242,1,1,39,16,1,0,2,1,1,0,0,0,0,0,0,1
6734,1,0,50,21,0,0,2,0,0,1,0,0,0,0,0,1
4152,1,1,26,11,0,0,3,1,1,1,1,0,0,0,0,1
22020,0,0,32,16,1,0,3,0,1,0,0,0,0,0,0,1
19715,1,0,26,17,0,0,4,1,1,1,1,0,0,0,0,1
21678,1,1,37,9,0,0,2,1,1,1,1,0,0,0,0,1
18215,1,1,43,21,0,0,4,1,1,0,0,0,0,0,0,1
15386,1,1,55,5,1,0,2,1,1,0,0,0,0,0,0,1
3273,0,0,19,13,1,0,2,0,1,0,0,0,0,0,0,1
10859,1,0,38,16,1,0,3,1,1,0,0,0,0,0,0,1
8744,0,0,30,11,0,0,2,1,1,0,1,0,0,0,0,1
19744,1,0,38,11,1,0,1,0,0,0,0,0,0,0,0,1
8800,0,1,20,7,0,0,2,0,1,0,0,0,0,0,0,1
12836,1,0,18,11,0,0,1,1,1,0,1,0,0,0,0,1
13614,1,0,22,13,0,1,6,1,1,0,1,0,0,0,0,1
17397,1,1,31,11,1,0,1,0,0,0,0,0,0,0,0,1
21246,1,0,26,16,1,0,3,1,1,0,0,0,0,0,0,1
5637,0,0,40,8,1,0,2,1,1,0,0,0,0,0,0,1
9460,0,0,23,16,0,0,2,1,1,1,1,0,0,0,0,1
2380,1,1,54,5,1,0,1,0,0,0,0,0,0,0,0,1
2605,1,0,23,11,1,0,3,0,1,0,0,0,0,0,0,1
15294,1,1,40,15,0,0,2,0,1,1,1,0,0,0,0,1
8365,1,0,25,16,0,0,3,1,1,0,1,0,0,0,0,1
14878,1,1,38,11,1,0,3,0,0,0,0,0,0,0,0,1
6494,0,0,20,11,1,0,2,0,0,0,0,0,0,0,0,1
16540,0,0,29,12,0,0,2,1,1,1,1,0,0,0,0,1
5037,1,0,68,16,0,0,2,0,0,0,0,0,0,0,0,1
3077,1,0,23,16,1,0,3,1,1,0,0,0,0,0,0,1
13937,1,1,40,11,1,0,2,1,1,0,0,0,0,0,0,1
8985,1,0,27,11,0,0,3,0,0,0,0,0,0,0,0,1
1504,0,0,30,16,0,0,3,1,1,0,1,0,0,0,0,1
19836,0,0,50,2,0,0,1,0,1,0,0,0,0,0,0,1
19724,1,1,49,13,1,0,2,0,0,0,0,0,0,0,0,1
10891,1,0,37,11,1,0,3,1,1,0,0,0,0,0,0,1
886,1,0,29,17,0,0,2,1,1,1,1,0,0,0,0,1
2038,0,0,36,11,1,0,2,0,1,0,0,0,0,0,0,1
2438,0,1,58,5,1,0,3,1,0,0,0,0,0,0,0,1
902,1,1,77,13,1,0,4,0,1,0,0,0,0,0,0,1
2495,1,1,24,11,0,0,3,0,1,0,0,0,0,0,0,1
8552,1,0,53,16,0,0,3,1,1,1,1,0,0,0,0,1
18629,1,0,28,11,1,0,3,1,1,0,1,0,0,0,0,1
10020,0,0,42,10,0,0,1,1,1,0,0,0,0,0,0,1
18742,1,1,51,11,1,0,3,1,1,0,0,0,0,0,0,1
10967,1,1,40,11,1,0,3,1,1,0,0,0,0,0,0,1
11445,1,0,39,10,1,0,2,0,0,0,0,0,0,0,0,1
8954,0,0,65,8,1,0,3,0,0,0,0,0,0,0,0,1
17007,1,0,33,11,1,0,1,0,1,0,0,0,0,0,0,1
975,0,1,56,16,1,0,3,1,1,0,0,0,0,0,0,1
9764,1,1,56,16,1,0,4,1,1,0,0,0,0,0,0,1
16302,1,1,30,11,0,0,2,0,1,0,0,0,0,0,0,1
6780,1,1,24,16,0,0,3,1,1,1,0,0,0,0,0,1
6865,1,1,27,9,1,0,2,0,0,0,0,0,0,0,0,1
2800,1,0,48,4,0,0,3,0,0,0,0,0,0,0,0,1
16878,1,0,56,18,0,0,3,1,1,0,0,0,0,0,0,1
16334,1,0,57,26,1,0,4,1,1,0,0,0,0,0,0,1
2458,0,0,20,11,1,0,2,0,0,0,0,0,0,0,0,1
6312,1,1,28,11,0,0,2,1,1,0,0,0,0,0,0,1
19343,1,0,33,11,0,0,3,0,0,0,1,0,0,0,0,1
8417,1,0,31,14,0,0,2,1,1,0,1,0,0,0,0,1
21919,1,1,26,11,1,0,2,1,1,0,0,0,0,0,0,1
7722,0,0,36,16,0,0,2,1,1,1,1,0,0,0,0,1
8665,0,1,54,14,1,0,3,1,1,0,0,0,0,0,0,1
19591,1,0,37,7,1,0,2,0,1,0,0,0,0,0,0,1
22025,1,1,36,11,1,0,1,0,0,0,1,0,0,0,0,1
14222,1,1,50,14,1,0,3,1,1,0,0,0,0,0,0,1
12448,1,0,37,16,1,0,2,1,1,1,1,0,0,0,0,1
3687,1,1,36,4,0,0,2,0,0,0,0,0,0,0,0,1
18501,0,1,26,11,0,0,2,0,1,0,0,0,0,0,0,1
11839,1,0,49,11,0,0,3,1,1,0,0,0,0,0,0,1
7146,1,1,39,11,1,0,2,1,0,0,0,0,0,0,0,1
19004,1,1,49,17,0,0,2,1,1,0,0,0,0,0,0,1
7417,0,1,19,13,0,1,3,1,1,0,1,0,0,0,0,1
12655,1,0,20,13,0,0,3,1,1,0,1,0,0,0,0,1
15668,1,0,50,11,0,0,2,0,0,0,0,0,0,0,0,1
935,0,1,21,14,0,1,3,1,1,0,1,0,0,0,0,1
15606,1,1,42,14,0,0,4,1,1,0,0,0,0,0,0,1
11788,1,1,44,5,1,0,1,0,0,0,0,0,0,0,0,1
13084,1,1,30,11,1,0,2,1,1,0,0,0,0,0,0,1
13114,1,0,23,11,0,0,2,1,1,0,1,0,0,0,0,1
92,0,1,27,16,0,0,2,0,0,0,1,0,0,0,0,1
11621,1,1,38,11,0,0,3,0,1,0,0,0,0,0,0,1
2502,1,0,36,12,1,1,3,1,1,0,1,0,0,0,0,1
12791,1,1,27,11,0,0,2,1,1,0,0,0,0,0,0,1
7408,1,1,41,11,0,0,3,0,1,0,0,0,0,0,0,1
11431,0,1,67,7,0,0,2,0,0,0,0,0,0,0,0,1
18970,1,0,28,15,0,0,2,1,1,1,1,0,0,0,0,1
7544,0,0,25,11,1,0,1,0,1,0,0,0,0,0,0,1
5943,1,1,64,5,1,0,3,1,1,0,0,0,0,0,0,1
15425,1,0,64,16,0,0,4,1,1,0,0,0,0,0,0,1
10923,1,1,22,11,0,0,2,1,1,0,0,0,0,0,0,1
18751,0,0,55,5,0,0,1,0,0,0,0,0,0,0,0,1
12127,1,0,53,13,0,0,3,1,1,0,0,0,0,0,0,1
5750,0,1,26,7,1,0,2,0,0,0,0,0,0,0,0,1
17185,1,1,58,5,1,0,3,1,1,0,0,0,0,0,0,1
4454,1,0,45,11,1,0,2,1,0,0,0,0,0,0,0,1
795,1,1,29,11,0,0,2,1,1,0,0,0,0,0,0,1
14767,1,1,41,16,1,0,4,1,1,0,0,0,0,0,0,1
858,1,0,66,5,0,0,2,0,1,0,0,0,0,0,0,1
1092,0,1,73,8,1,0,3,0,0,0,0,0,0,0,0,1
9719,0,1,34,13,0,0,3,1,1,1,1,0,0,0,0,1
2813,0,0,56,11,0,0,3,0,1,0,0,0,0,0,0,1
14939,1,0,44,14,0,0,4,0,1,0,0,0,0,0,0,1
9697,1,0,44,11,1,0,3,0,0,0,0,0,0,0,0,1
10360,1,1,30,14,0,0,2,1,1,0,1,0,0,0,0,1
20153,1,0,32,16,0,0,3,1,1,0,1,0,0,0,0,1
12733,1,0,31,13,0,0,2,0,1,0,0,0,0,0,0,1
1632,1,0,37,13,0,0,2,0,1,0,0,0,0,0,0,1
5351,1,1,25,15,0,1,3,1,1,0,0,0,0,0,0,1
3750,1,0,28,13,0,0,2,0,0,0,0,0,0,0,0,1
2618,1,0,50,11,1,0,2,1,1,0,0,0,0,0,0,1
6456,1,0,23,14,0,0,2,1,1,1,1,0,0,0,0,1
6418,1,1,40,13,1,0,3,1,1,0,1,0,0,0,0,1
10532,1,0,44,16,0,0,3,1,1,0,0,0,0,0,0,1
6833,1,0,28,16,0,0,2,0,1,0,0,0,0,0,0,1
19456,1,0,27,14,1,0,3,0,0,0,0,0,0,0,0,1
14727,1,0,27,17,0,0,2,1,1,1,1,0,0,0,0,1
14802,1,1,28,14,1,0,3,0,1,0,0,0,0,0,0,1
1278,1,0,50,11,1,0,2,1,1,0,0,0,0,0,0,1
13704,1,1,36,8,1,0,3,1,1,0,0,0,0,0,0,1
6989,1,0,25,15,0,1,2,1,1,1,1,0,0,0,0,1
1691,0,1,41,14,1,0,3,1,1,0,0,0,0,0,0,1
14373,1,1,50,5,0,0,3,0,0,0,1,0,0,0,0,1
8947,1,0,21,11,0,0,2,1,1,0,0,0,0,0,0,1
2124,1,0,28,15,1,1,2,0,1,0,0,0,0,0,0,1
6733,0,1,25,11,0,0,2,0,0,0,1,0,0,0,0,1
14349,0,0,18,7,1,0,2,0,1,0,0,0,0,0,0,1
16624,0,1,31,14,0,0,3,1,1,0,1,0,0,0,0,1
8398,1,0,36,16,1,1,3,1,1,0,0,0,0,0,0,1
9958,1,0,50,11,0,0,2,1,1,1,0,0,0,0,0,1
5089,1,1,45,11,1,0,3,1,1,0,0,0,0,0,0,1
8875,1,0,55,14,0,0,2,1,1,0,0,0,0,0,0,1
16985,1,1,58,3,1,0,1,1,1,0,0,0,0,0,0,1
8671,1,0,29,11,0,0,3,1,1,0,1,0,0,0,0,1
11840,1,0,48,6,0,0,3,0,0,0,0,0,0,0,0,1
2604,1,1,28,17,1,0,3,1,1,0,0,0,0,0,0,1
1940,1,1,24,11,0,0,2,0,1,0,0,0,0,0,0,1
1233,1,1,29,11,0,0,3,1,1,1,1,0,0,0,0,1
14433,0,0,28,11,0,0,1,0,1,1,1,0,0,0,0,1
255,1,1,33,14,0,0,3,0,0,0,0,0,0,0,0,1
20256,1,1,59,17,1,0,4,1,1,0,0,0,0,0,0,1
17707,1,1,56,18,0,0,5,1,1,0,0,0,0,0,0,1
7973,1,0,32,11,0,0,3,0,1,0,0,0,0,0,0,1
3718,1,0,60,16,1,0,6,1,1,0,0,0,0,0,0,1
58,1,0,50,18,0,0,4,1,1,0,1,0,0,0,0,1
16442,0,1,38,11,1,0,2,1,1,1,1,0,0,0,0,1
11938,1,0,59,11,1,0,4,1,1,0,0,0,0,0,0,1
17216,1,0,66,16,0,0,3,1,1,1,0,0,0,0,0,1
21350,1,1,27,16,0,1,2,1,1,0,0,0,0,0,0,1
4898,0,1,25,11,0,0,3,0,0,0,1,0,0,0,0,1
132,1,1,80,0,1,0,2,0,0,0,0,0,0,0,0,1
16312,1,0,44,5,1,0,3,1,1,0,0,0,0,0,0,1
17176,1,1,30,11,0,0,2,0,0,1,1,0,0,0,0,1
18096,1,0,31,21,0,0,2,1,1,0,1,0,0,0,0,1
15699,1,1,45,17,1,0,2,1,1,0,0,0,0,0,0,1
6169,1,1,34,0,0,0,1,0,0,1,1,0,0,0,0,1
12181,1,1,26,11,1,0,2,0,1,0,0,0,0,0,0,1
11886,1,1,39,16,1,0,2,1,1,0,0,0,0,0,0,1
6675,1,0,25,17,0,0,2,1,1,1,1,0,0,0,0,1
21079,1,0,24,13,0,0,2,1,0,1,0,0,0,0,0,1
3406,1,1,33,11,1,0,1,1,1,0,0,0,0,0,0,1
4947,1,1,28,11,1,0,2,0,0,0,0,0,0,0,0,1
18628,1,0,58,13,0,0,3,1,1,0,0,0,0,0,0,1
11121,1,1,49,11,1,0,2,1,1,0,0,0,0,0,0,1
13583,1,0,25,11,1,0,2,1,1,0,0,0,0,0,0,1
16445,1,1,25,13,0,0,2,1,1,1,1,0,0,0,0,1
22013,0,0,54,4,0,0,1,0,1,0,0,0,0,0,0,1
10080,1,0,40,16,0,0,2,1,1,1,1,0,0,0,0,1
718,1,0,49,9,0,0,2,0,0,0,0,0,0,0,0,1
20797,1,1,57,11,0,0,3,1,0,0,0,0,0,0,0,1
9818,1,0,27,18,0,0,4,1,1,1,1,0,0,0,0,1
13160,1,0,32,14,0,0,3,1,0,0,1,0,0,0,0,1
16253,0,1,29,13,1,0,3,0,1,0,0,0,0,0,0,1
17661,1,1,23,11,0,0,2,0,0,0,0,0,0,0,0,1
4010,1,1,28,14,0,1,3,1,1,0,0,0,0,0,0,1
15886,1,1,26,11,1,0,2,0,0,0,0,0,0,0,0,1
7705,1,1,31,8,1,0,3,1,1,0,0,0,0,0,0,1
17180,1,1,38,11,1,0,3,0,0,0,0,0,0,0,0,1
21515,1,1,34,11,1,0,3,1,1,1,1,0,0,0,0,1
531,1,1,20,11,1,0,1,0,1,0,0,0,0,0,0,1
2192,1,0,32,13,1,0,2,1,1,0,0,0,0,0,0,1
8413,1,1,23,13,0,0,2,0,1,0,1,0,0,0,0,1
19185,1,0,25,11,0,0,3,1,1,0,0,0,0,0,0,1
4098,1,1,33,11,1,0,2,1,1,0,0,0,0,0,0,1
3099,1,1,23,13,0,0,2,1,1,0,0,0,0,0,0,1
21362,1,0,41,22,1,0,4,1,1,1,0,0,0,0,0,1
7938,1,1,42,11,1,0,1,0,1,0,0,0,0,0,0,1
19079,1,0,33,11,1,1,2,1,1,0,0,0,0,0,0,1
5987,1,1,42,16,1,0,3,1,1,0,0,0,0,0,0,1
6465,1,0,55,16,0,0,3,1,1,0,0,0,0,0,0,1
18993,1,1,23,16,0,0,3,1,1,0,1,0,0,0,0,1
6429,0,0,23,15,0,0,3,1,1,1,1,0,0,0,0,1
9139,1,0,39,11,1,0,2,1,1,0,0,0,0,0,0,1
9009,1,1,44,13,0,0,2,1,0,0,0,0,0,0,0,1
10508,1,0,35,11,1,0,3,0,1,0,0,0,0,0,0,1
11801,0,0,54,11,0,0,3,0,0,0,0,0,0,0,0,1
1842,0,0,39,11,1,0,2,0,0,0,0,0,0,0,0,1
19304,1,1,29,16,1,0,2,1,1,0,0,0,0,0,0,1
8566,0,0,28,14,1,0,2,1,1,0,0,0,0,0,0,1
20792,0,1,33,11,1,0,3,0,1,0,0,0,0,0,0,1
716,1,0,53,12,1,0,2,1,1,0,0,0,0,0,0,1
2980,0,0,40,12,0,0,2,0,1,0,1,0,0,0,0,1
4107,1,0,42,5,0,0,3,1,1,0,0,0,0,0,0,1
14242,1,1,45,16,1,0,2,1,1,0,0,0,0,0,0,1
5118,0,0,27,11,0,0,2,0,0,0,0,0,0,0,0,1
16851,1,0,57,0,1,0,2,0,0,0,0,0,0,0,0,1
12227,1,0,25,11,1,0,2,1,1,0,0,0,0,0,0,1
6491,1,1,44,13,0,0,3,1,1,0,0,0,0,0,0,1
11425,0,0,53,5,1,0,2,1,1,0,0,0,0,0,0,1
18534,1,0,52,11,0,0,3,1,1,0,0,0,0,0,0,1
20763,1,0,21,11,1,0,2,0,1,0,0,0,0,0,0,1
13435,1,0,70,5,0,0,2,0,0,0,0,0,0,0,0,1
13849,1,0,28,16,0,0,2,0,1,0,0,0,0,0,0,1
15943,0,1,28,16,0,0,3,1,1,1,1,0,0,0,0,1
8459,0,1,27,6,1,0,1,1,1,0,0,0,0,0,0,1
3037,1,0,60,3,0,0,2,0,0,0,0,0,0,0,0,1
17677,1,0,44,11,1,0,2,1,1,0,0,0,0,0,0,1
2283,0,0,26,16,1,0,3,0,1,0,0,0,0,0,0,1
14917,1,0,36,20,0,0,4,1,1,0,0,0,0,0,0,1
4387,1,0,19,11,0,0,2,0,1,0,0,0,0,0,0,1
20544,1,1,47,5,1,0,2,1,1,0,0,0,0,0,0,1
9786,1,1,51,11,0,0,3,0,0,0,0,0,0,0,0,1
16682,1,1,58,11,1,0,3,1,1,0,0,0,0,0,0,1
5998,0,0,19,11,0,0,3,0,1,0,1,0,0,0,0,1
9848,1,1,50,16,0,0,4,1,1,1,1,0,0,0,0,1
13087,1,0,27,18,1,1,3,1,1,0,0,0,0,0,0,1
644,1,0,49,13,0,0,2,1,1,0,0,0,0,0,0,1
17258,1,1,78,5,0,0,2,0,1,0,0,0,0,0,0,1
11507,1,0,32,11,0,0,2,0,0,0,0,0,0,0,0,1
18470,1,1,55,11,1,0,3,1,1,0,0,0,0,0,0,1
20514,1,1,63,18,1,0,3,1,1,0,0,0,0,0,0,1
2133,1,1,36,16,1,0,2,1,1,0,0,0,0,0,0,1
1005,1,1,68,1,0,0,2,1,1,0,0,0,0,0,0,1
11341,1,0,18,13,0,1,2,1,1,1,1,0,0,0,0,1
16227,1,1,46,17,1,0,3,0,1,0,0,0,0,0,0,1
7499,1,1,47,14,1,0,3,0,0,0,0,0,0,0,0,1
3596,1,1,39,12,1,0,2,1,0,0,1,0,0,0,0,1
12306,1,1,52,8,1,0,1,1,1,0,0,0,0,0,0,1
3215,1,1,45,11,1,0,2,1,1,0,0,0,0,0,0,1
10823,1,0,25,16,0,1,3,0,1,0,1,0,0,0,0,1
7564,1,1,37,13,1,0,1,1,1,0,1,0,0,0,0,1
20023,1,0,34,16,1,0,3,1,1,0,1,0,0,0,0,1
